"[2016-03-17T18:22:22.736416]","[ ERROR ]","8000007","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.736515]","[ ERROR ]","8000007","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.736591]","[ ERROR ]","8000007","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.736717]","[ ERROR ]","8000007","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.736846]","[ ERROR ]","8000007","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.736924]","[ ERROR ]","8000007","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:22.738629]","[ ERROR ]","8000007","production.period-value","Tag not found in dictionary. (1416, circa)"
"[2016-03-17T18:22:22.739118]","[ ERROR ]","8000007","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:23.436691]","[ ERROR ]","8000008","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:23.436833]","[ ERROR ]","8000008","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:23.436912]","[ ERROR ]","8000008","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:23.438974]","[ ERROR ]","8000008","production.period-value","Tag not found in dictionary. z.j. (1700-1725, circa) (1428)"
"[2016-03-17T18:22:23.439466]","[ ERROR ]","8000008","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.068453]","[ ERROR ]","8000009","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.068605]","[ ERROR ]","8000009","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.068688]","[ ERROR ]","8000009","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.068762]","[ ERROR ]","8000009","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.068891]","[ ERROR ]","8000009","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.069037]","[ ERROR ]","8000009","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.069124]","[ ERROR ]","8000009","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.070774]","[ ERROR ]","8000009","Production-production.place-value","Tag not found in dictionary. Praag"
"[2016-03-17T18:22:24.072778]","[ ERROR ]","8000009","production.period-value","Tag not found in dictionary. z.j. (1650, circa)"
"[2016-03-17T18:22:24.073365]","[ ERROR ]","8000009","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.817546]","[ ERROR ]","8000010","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.817695]","[ ERROR ]","8000010","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.817787]","[ ERROR ]","8000010","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.817860]","[ ERROR ]","8000010","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.818008]","[ ERROR ]","8000010","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.818139]","[ ERROR ]","8000010","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.818232]","[ ERROR ]","8000010","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:24.821113]","[ ERROR ]","8000010","production.period-value","Tag not found in dictionary. (1455)"
"[2016-03-17T18:22:24.821597]","[ ERROR ]","8000010","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.786452]","[ ERROR ]","8000011","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.786595]","[ ERROR ]","8000011","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.786683]","[ ERROR ]","8000011","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.786761]","[ ERROR ]","8000011","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.786898]","[ ERROR ]","8000011","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.787030]","[ ERROR ]","8000011","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.787106]","[ ERROR ]","8000011","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:25.789883]","[ ERROR ]","8000011","production.period-value","Tag not found in dictionary. (1458, circa)"
"[2016-03-17T18:22:25.790377]","[ ERROR ]","8000011","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974172]","[ ERROR ]","8000012","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974307]","[ ERROR ]","8000012","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974384]","[ ERROR ]","8000012","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974454]","[ ERROR ]","8000012","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974574]","[ ERROR ]","8000012","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974706]","[ ERROR ]","8000012","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.974780]","[ ERROR ]","8000012","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:26.977889]","[ ERROR ]","8000012","production.period-value","Tag not found in dictionary. (1459) 1659, circa"
"[2016-03-17T18:22:26.978341]","[ ERROR ]","8000012","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.777445]","[ ERROR ]","8000015","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.777617]","[ ERROR ]","8000015","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.777697]","[ ERROR ]","8000015","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.777774]","[ ERROR ]","8000015","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.777900]","[ ERROR ]","8000015","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.778038]","[ ERROR ]","8000015","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.778115]","[ ERROR ]","8000015","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:27.779706]","[ ERROR ]","8000015","Production-production.place-value","Tag not found in dictionary. Hall"
"[2016-03-17T18:22:27.781036]","[ ERROR ]","8000015","production.period-value","Tag not found in dictionary. (1511) (1479)"
"[2016-03-17T18:22:27.781600]","[ ERROR ]","8000015","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.607771]","[ ERROR ]","8000016","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.607956]","[ ERROR ]","8000016","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.608041]","[ ERROR ]","8000016","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.608118]","[ ERROR ]","8000016","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.608239]","[ ERROR ]","8000016","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.608409]","[ ERROR ]","8000016","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.608489]","[ ERROR ]","8000016","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:28.610052]","[ ERROR ]","8000016","Production-production.place-value","Tag not found in dictionary. Hall"
"[2016-03-17T18:22:28.611262]","[ ERROR ]","8000016","production.period-value","Tag not found in dictionary. (1511) (1479)"
"[2016-03-17T18:22:28.611755]","[ ERROR ]","8000016","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.140994]","[ ERROR ]","8000017","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141168]","[ ERROR ]","8000017","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141250]","[ ERROR ]","8000017","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141343]","[ ERROR ]","8000017","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141526]","[ ERROR ]","8000017","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141657]","[ ERROR ]","8000017","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.141733]","[ ERROR ]","8000017","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.143122]","[ ERROR ]","8000017","production.period-value","Tag not found in dictionary. 1484"
"[2016-03-17T18:22:29.668669]","[ ERROR ]","8000018","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.668814]","[ ERROR ]","8000018","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.668899]","[ ERROR ]","8000018","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.668981]","[ ERROR ]","8000018","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.669113]","[ ERROR ]","8000018","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.669245]","[ ERROR ]","8000018","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.669343]","[ ERROR ]","8000018","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:29.671861]","[ ERROR ]","8000018","production.period-value","Tag not found in dictionary. 1484"
"[2016-03-17T18:22:30.222928]","[ ERROR ]","8000019","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223072]","[ ERROR ]","8000019","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223149]","[ ERROR ]","8000019","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223219]","[ ERROR ]","8000019","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223340]","[ ERROR ]","8000019","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223482]","[ ERROR ]","8000019","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.223571]","[ ERROR ]","8000019","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.224865]","[ ERROR ]","8000019","Production-production.place-value","Tag not found in dictionary. Praag"
"[2016-03-17T18:22:30.226803]","[ ERROR ]","8000019","production.period-value","Tag not found in dictionary. z.j. (1650, circa)"
"[2016-03-17T18:22:30.227366]","[ ERROR ]","8000019","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.993546]","[ ERROR ]","8000020","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.993679]","[ ERROR ]","8000020","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.993756]","[ ERROR ]","8000020","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.993840]","[ ERROR ]","8000020","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.993984]","[ ERROR ]","8000020","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.994108]","[ ERROR ]","8000020","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.994201]","[ ERROR ]","8000020","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:30.995919]","[ ERROR ]","8000020","Production-production.place-value","Tag not found in dictionary. Praag"
"[2016-03-17T18:22:30.997947]","[ ERROR ]","8000020","production.period-value","Tag not found in dictionary. (1650, circa) (1486)"
"[2016-03-17T18:22:30.998448]","[ ERROR ]","8000020","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.666878]","[ ERROR ]","8000022","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667034]","[ ERROR ]","8000022","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667121]","[ ERROR ]","8000022","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667205]","[ ERROR ]","8000022","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667335]","[ ERROR ]","8000022","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667467]","[ ERROR ]","8000022","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.667550]","[ ERROR ]","8000022","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:31.669561]","[ ERROR ]","8000022","production.period-value","Tag not found in dictionary. z.j. (1494)"
"[2016-03-17T18:22:31.670352]","[ ERROR ]","8000022","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.336584]","[ ERROR ]","8000023","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.336723]","[ ERROR ]","8000023","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.336818]","[ ERROR ]","8000023","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.336914]","[ ERROR ]","8000023","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.337043]","[ ERROR ]","8000023","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.337180]","[ ERROR ]","8000023","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.337277]","[ ERROR ]","8000023","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.338995]","[ ERROR ]","8000023","production.period-value","Tag not found in dictionary. z.j. (1495)"
"[2016-03-17T18:22:32.862949]","[ ERROR ]","8000024","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863102]","[ ERROR ]","8000024","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863197]","[ ERROR ]","8000024","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863275]","[ ERROR ]","8000024","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863403]","[ ERROR ]","8000024","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863536]","[ ERROR ]","8000024","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.863614]","[ ERROR ]","8000024","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:32.865731]","[ ERROR ]","8000024","Production-production.place-value","Tag not found in dictionary. Ferrara"
"[2016-03-17T18:22:32.867380]","[ ERROR ]","8000024","production.period-value","Tag not found in dictionary. z.j. (1534-1559)"
"[2016-03-17T18:22:32.867881]","[ ERROR ]","8000024","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.536397]","[ ERROR ]","8000026","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.536542]","[ ERROR ]","8000026","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.536623]","[ ERROR ]","8000026","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.536697]","[ ERROR ]","8000026","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.536825]","[ ERROR ]","8000026","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.537090]","[ ERROR ]","8000026","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.537171]","[ ERROR ]","8000026","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:33.540131]","[ ERROR ]","8000026","production.period-value","Tag not found in dictionary. (1600-1700, circa) (1500)"
"[2016-03-17T18:22:33.540620]","[ ERROR ]","8000026","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.190587]","[ ERROR ]","8000027","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.190729]","[ ERROR ]","8000027","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.190809]","[ ERROR ]","8000027","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.190883]","[ ERROR ]","8000027","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.191022]","[ ERROR ]","8000027","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.191154]","[ ERROR ]","8000027","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.191231]","[ ERROR ]","8000027","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.193216]","[ ERROR ]","8000027","production.period-value","Tag not found in dictionary. z.j. (1550, circa)"
"[2016-03-17T18:22:34.193718]","[ ERROR ]","8000027","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.813929]","[ ERROR ]","8000028","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814076]","[ ERROR ]","8000028","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814160]","[ ERROR ]","8000028","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814236]","[ ERROR ]","8000028","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814367]","[ ERROR ]","8000028","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814500]","[ ERROR ]","8000028","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.814580]","[ ERROR ]","8000028","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:34.818227]","[ ERROR ]","8000028","production.period-value","Tag not found in dictionary. 1505"
"[2016-03-17T18:22:34.818714]","[ ERROR ]","8000028","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.327604]","[ ERROR ]","8000029","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.327744]","[ ERROR ]","8000029","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.327825]","[ ERROR ]","8000029","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.327938]","[ ERROR ]","8000029","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.328073]","[ ERROR ]","8000029","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.328201]","[ ERROR ]","8000029","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.328278]","[ ERROR ]","8000029","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.330278]","[ ERROR ]","8000029","production.period-value","Tag not found in dictionary. z.j. (1505)"
"[2016-03-17T18:22:35.330757]","[ ERROR ]","8000029","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.829734]","[ ERROR ]","8000030","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.829899]","[ ERROR ]","8000030","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.830026]","[ ERROR ]","8000030","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.830107]","[ ERROR ]","8000030","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.830238]","[ ERROR ]","8000030","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.830367]","[ ERROR ]","8000030","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.830444]","[ ERROR ]","8000030","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:35.832377]","[ ERROR ]","8000030","production.period-value","Tag not found in dictionary. z.j. (1492-1538)"
"[2016-03-17T18:22:35.832891]","[ ERROR ]","8000030","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442081]","[ ERROR ]","8000031","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442220]","[ ERROR ]","8000031","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442330]","[ ERROR ]","8000031","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442408]","[ ERROR ]","8000031","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442541]","[ ERROR ]","8000031","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442724]","[ ERROR ]","8000031","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.442814]","[ ERROR ]","8000031","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:36.444833]","[ ERROR ]","8000031","production.period-value","Tag not found in dictionary. 1507"
"[2016-03-17T18:22:36.445299]","[ ERROR ]","8000031","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081117]","[ ERROR ]","8000032","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081279]","[ ERROR ]","8000032","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081366]","[ ERROR ]","8000032","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081443]","[ ERROR ]","8000032","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081573]","[ ERROR ]","8000032","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081706]","[ ERROR ]","8000032","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.081787]","[ ERROR ]","8000032","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.083614]","[ ERROR ]","8000032","production.period-value","Tag not found in dictionary. 1507"
"[2016-03-17T18:22:37.084238]","[ ERROR ]","8000032","Technique-technique","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.646860]","[ ERROR ]","8000033","Dimension","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.647015]","[ ERROR ]","8000033","Dimension-dimension.type","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.647104]","[ ERROR ]","8000033","Dimension-dimension.unit","Tag not found in dictionary. None"
"[2016-03-17T18:22:37.648488]","[ ERROR ]","8000033","Production-production.place-value","Tag not found in dictionary. Hall"
"[2016-03-17T18:22:37.649742]","[ ERROR ]","8000033","production.period-value","Tag not found in dictionary. z.j. (1508)"
"[2016-03-17T18:22:38.200655]","[ ERROR ]","8000034","Dimension","Tag not found in dictionary. None"
